cluster,incident_type,lat,lng
8,ASSIST CITIZEN,38.94789,-92.29646
8,RECOVER PROPERTY,38.97609,-92.30821
8,KEEP THE PEACE,38.9612,-92.2889
8,911 CHECKS,38.97482,-92.29631
8,DISTURBANCE,38.95327,-92.29662
8,LAW ALARM,38.97044,-92.30763
8,LARCENY MV,38.95962,-92.28326
8,KEEP THE PEACE,38.95194,-92.28906
8,911 CHECKS,38.97234,-92.30666
8,FRAUD,38.96443,-92.29003
8,ABANDONED VEHICLE,38.97059,-92.30648
8,ASSAULT,38.95327,-92.29662
8,LOCKOUT,38.97845,-92.2915
8,911 CHECKS,38.9548,-92.29086
8,LARCENY MV,38.96443,-92.29003
8,LAW ALARM,38.97479,-92.30424
8,LARCENY,38.96847,-92.28171
8,CHECK OPEN BUSINESS,38.95327,-92.29662
8,DISTURBANCE,38.9594,-92.2923
8,SUSPICIOUS INCIDENT,38.95207,-92.2917
8,TRESPASSING,38.96888,-92.29553
8,DISTURBANCE,38.96735,-92.30008
8,SUSPICIOUS PERSON,38.9639,-92.2873
8,SUSPICIOUS VEHICLE,38.9685,-92.30211
8,SUSPICIOUS PERSON,38.9622,-92.27678
8,ASSAULT,38.9594,-92.2923
8,LAW ALARM,38.94969,-92.29632
8,TRAFFIC,38.94969,-92.29632
8,LARCENY,38.95327,-92.29662
8,911 CHECKS,38.97431,-92.30058
8,911 CHECKS,38.96186,-92.30862
8,ACCIDENT,38.96775,-92.30369
8,ACCIDENT,38.9675,-92.3093
8,TRESPASSING,38.96443,-92.29003
8,CHECK OPEN BUSINESS,38.9619,-92.2921
8,ASSIST CITIZEN,38.97187,-92.31004
8,ACCIDENT,38.96775,-92.30369
8,911 CHECKS,38.9664,-92.3058
8,ACCIDENT,38.94969,-92.29632
8,911 CHECKS,38.97211,-92.30305
8,CHECK THE WELFARE,38.95495,-92.29669
8,LARCENY,38.97544,-92.2876
8,TRAFFIC HAZARD,38.95495,-92.29669
8,TRAFFIC HAZARD,38.95411,-92.29925
8,TRESPASSING,38.96443,-92.29003
8,CHECK OPEN BUSINESS,38.96443,-92.29003
8,LAW ALARM,38.9474,-92.30117
8,ASSAULT,38.94969,-92.29632
8,SUSPICIOUS VEHICLE,38.95495,-92.29669
8,DISTURBANCE,38.9622,-92.27678
8,CHECK TRAFFIC LIGHTS,38.95224,-92.30419
8,DISTURBANCE,38.95919,-92.30454
8,DWI,38.96509,-92.30931
8,ASSAULT,38.97944,-92.29337
8,ASSIST FIRE,38.9617,-92.2923
8,TRAFFIC STOP,38.9638,-92.2764
8,TRAFFIC,38.97944,-92.29337
8,911 CHECKS,38.97741,-92.29421
8,911 CHECKS,38.95104,-92.28914
8,TRAFFIC STOP,38.95495,-92.29669
8,SUSPICIOUS VEHICLE,38.96189,-92.29771
8,AUTO THEFT,38.97544,-92.2876
8,SUSPICIOUS INCIDENT,38.97544,-92.2876
8,LARCENY MV,38.97046,-92.30874
8,911 CHECKS,38.96029,-92.30917
8,911 CHECKS,38.95495,-92.29669
8,911 CHECKS,38.96522,-92.28396
8,TRAFFIC STOP,38.9488,-92.2906
8,RECOVER PROPERTY,38.96958,-92.2999
8,VANDALISM,38.97651,-92.305
8,LARCENY,38.97524,-92.30898
8,TRAFFIC STOP,38.96176,-92.29709
8,AUTO THEFT,38.96462,-92.29805
8,TRAFFIC HAZARD,38.9678,-92.30396
8,SUSPICIOUS INCIDENT,38.96958,-92.29768
8,LAW ALARM,38.95729,-92.29121
8,ACCIDENT,38.96889,-92.29685
8,TRESPASS SUBJECT,38.96958,-92.27942
8,ACCIDENT,38.9542,-92.2776
9,ANIMAL COMPLAINT,38.95202,-92.3988
9,ASSIST FIRE,38.87812,-92.37811
9,TRAFFIC OBSERVATION,38.906,-92.4004
9,TRAFFIC STOP,38.9118,-92.3899
9,CIVIL MATTER,38.95329,-92.40027
9,LAW ALARM,38.93467,-92.37835
9,PARKING VIOLATION,38.9274,-92.3905
9,TRAFFIC STOP,38.9242,-92.3651
9,ABANDONED VEHICLE,38.93352,-92.41235
9,911 CHECKS,38.8948,-92.39111
9,CHECK SUBJECT,38.92769,-92.37899
9,CHECK SUBJECT,38.96087,-92.39926
9,SUSPICIOUS PERSON,38.91817,-92.36651
9,OVERDOSE,38.92046,-92.39897
9,AUTO THEFT,38.94743,-92.38198
9,CHECK THE WELFARE,38.95119,-92.39825
9,SUSPICIOUS VEHICLE,38.94447,-92.38168
9,CHECK SUBJECT,38.94452,-92.40657
9,911 CHECKS,38.93352,-92.4044
9,ACCIDENT,38.9311,-92.3997
9,911 CHECKS,38.91302,-92.39826
9,LAW ALARM,38.94397,-92.39982
9,DISTURBANCE,38.94906,-92.39718
9,911 CHECKS,38.87368,-92.38236
9,911 CHECKS,38.8941,-92.4129
9,ACCIDENT,38.922644,-92.365463
9,911 CHECKS,38.93275,-92.40061
9,ASSAULT,38.93189,-92.4001
9,LAW ALARM,38.93375,-92.39609
9,SUSPICIOUS INCIDENT,38.9248,-92.3906
9,ASSAULT,38.94459,-92.41152
9,911 CHECKS,38.94459,-92.41152
9,ACCIDENT,38.9315,-92.3997
9,LARCENY,38.94455,-92.4095
9,RECOVER PROPERTY,38.94315,-92.38067
9,ACCIDENT,38.93958,-92.41471
9,LARCENY MV,38.89004,-92.39733
9,TRAFFIC STOP,38.9562,-92.3986
9,TRAFFIC STOP,38.90074,-92.41069
9,911 CHECKS,38.9557,-92.3907
9,FOOT PATROL,38.93275,-92.40061
9,911 CHECKS,38.92324,-92.36576
9,SUSPICIOUS PERSON,38.93405,-92.41009
9,SUSPICIOUS INCIDENT,38.917916,-92.3991
9,WARRANT,38.93405,-92.41009
9,TRAFFIC STOP,38.936458,-92.412972
9,FRAUD,38.92323,-92.36494
9,DISTURBANCE,38.89607,-92.401426
9,ACCIDENT,38.89607,-92.401426
9,TRAFFIC STOP,38.906,-92.4004
9,911 CHECKS,38.92647,-92.37456
9,SUSPICIOUS PERSON,38.90664,-92.39662
9,LARCENY,38.94763,-92.39701
9,CHECK SUBJECT,38.94986,-92.397
9,TRAFFIC,38.89,-92.40298
9,PUBLIC RELATIONS,38.94763,-92.39701
9,PUBLIC RELATIONS,38.94986,-92.397
9,911 CHECKS,38.87392,-92.38134
9,LARCENY,38.87392,-92.38134
9,911 CHECKS,38.9315,-92.3997
9,TRAFFIC HAZARD,38.93374,-92.38701
9,CHECK SUBJECT,38.95104,-92.40544
9,TRAFFIC STOP,38.9395,-92.3996
9,LAW ALARM,38.94616,-92.39607
9,CHECK SUBJECT,38.94658,-92.41037
9,ACCIDENT,38.93672,-92.37432
9,SUSPICIOUS PERSON,38.866231,-92.386016
9,CHECK OPEN BUSINESS,38.93275,-92.37463
9,PARKING VIOLATION,38.88609,-92.41671
9,TRAFFIC STOP,38.94593,-92.38327
9,TRAFFIC HAZARD,38.94447,-92.38168
9,LAW ALARM,38.87613,-92.37907
9,LAW ALARM,38.94128,-92.38969
9,911 CHECKS,38.89272,-92.3869
9,DISTURBANCE,38.9498,-92.40574
9,TRAFFIC STOP,38.93255,-92.37933
9,LEAVING THE SCENE ACCIDENT,38.9494,-92.3992
9,LAW ALARM,38.92919,-92.40015
9,TRESPASSING,38.92919,-92.40015
9,ACCIDENT,38.9109,-92.3817
